sep=,
SMILES,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds,AnalogsFromREAL
CN1C=C(C=N1)CCNC(=O)C2(CC2)C=3C=CC=C(Cl)C3,Z667542090,303.787,303.787,1.729,-1.994,1,2,46.92,6,https://real.enamine.net/public-enum-files/Z667542090
CC=1C=CC(C=C2SC(=O)N(CCNC(=O)C(C)C)C2=O)=CC1,Z29441881,332.419,332.419,3.074,-5.402,1,3,66.48,6,https://real.enamine.net/public-enum-files/Z29441881
CC1=NN=C(NC(=O)CN2C=CC(=N2)C(F)(F)F)S1,Z29672018,291.255,291.255,1.282,-2.636,1,4,72.7,5,https://real.enamine.net/public-enum-files/Z29672018
CC=1C=CC(Cl)=CC1N2CCN(CC2)C(=O)C3=CC(F)=C(F)C=C3Cl,Z29702011,385.235,385.235,5.187,-6.28,0,2,23.55,3,https://real.enamine.net/public-enum-files/Z29702011
CCC(CC)C1=NN=C(NC(=O)C=2C=C(C)OC2C)S1,Z29740178,293.386,293.386,3.488,-4.553,1,3,68.02,6,https://real.enamine.net/public-enum-files/Z29740178
CCC(CC)C1=NN=C(NC(=O)C=2CCC(=O)NN2)S1,Z29739757,295.362,295.362,0.904,-3.29,2,5,96.34,5,https://real.enamine.net/public-enum-files/Z29739757
CC(C)CC(=O)NNC(=O)C1=CC=C2C(=O)N3CCCC3=NC2=C1,Z29902080,328.367,328.367,1.278,-3.79,2,4,90.87,6,https://real.enamine.net/public-enum-files/Z29902080
CCOC=1C=CC=2N=C(NC(=O)CN3CSCC3=O)SC2C1,Z30205568,337.42,337.42,2.991,-4.591,1,4,71.53,6,https://real.enamine.net/public-enum-files/Z30205568
N#CC=1C=CC=CC1CN(CC2=CC=CO2)C3CCS(=O)(=O)C3,Z144268520,330.403,330.403,1.315,-3.18,0,4,74.31,5,https://real.enamine.net/public-enum-files/Z144268520
COCCC1(CNC(=O)NC2=CC=C(C=C2Cl)OC)CCC1,Z1424082611,326.819,326.819,2.891,-3.35,2,3,59.59,9,https://real.enamine.net/public-enum-files/Z1424082611
CCOC(=O)NNS(=O)(=O)C1=CC=2C=CC=CC2CC1,Z52525035,296.344,296.344,2.421,-3.26,2,3,84.5,6,https://real.enamine.net/public-enum-files/Z52525035
O=C(C1=C(Cl)N=C2C=CC=CN12)N3CCCSCC3,Z816476170,295.789,295.789,1.872,-4.315,0,2,37.61,2,https://real.enamine.net/public-enum-files/Z816476170
CCN(CCC(F)(F)F)C(=O)C=1NN=C(C1Cl)C2CC2,Z1395777341,309.715,309.715,2.157,-3.53,1,2,48.99,7,https://real.enamine.net/public-enum-files/Z1395777341
O=S1(=O)CCCN1CC2=CC=CC(F)=C2,Z729352906,229.273,229.273,1.094,-2.219,0,2,37.38,2,https://real.enamine.net/public-enum-files/Z729352906
CC1=CC(=O)C(=NN1C2=CC=CC(=C2)C(F)(F)F)C(=O)NC3CC3,Z95566929,337.297,337.297,2.496,-3.649,1,4,61.77,5,https://real.enamine.net/public-enum-files/Z95566929
O=C(NC=1C=CC=CC1F)C2CC(=O)N(CC(F)(F)F)C2,Z363094278,304.241,304.241,1.867,-3.607,1,2,49.41,5,https://real.enamine.net/public-enum-files/Z363094278
CCC(CC)NC(=O)C=1CC(ON1)C=2C=CC=CC2,Z729619066,260.332,260.332,3.658,-3.47,1,3,50.69,6,https://real.enamine.net/public-enum-files/Z729619066
O=C(NC1=NC=CS1)C=2C=C(NN2)C3CC3,Z332625470,234.279,234.279,1.357,-2.533,2,3,70.67,4,https://real.enamine.net/public-enum-files/Z332625470
CN1CCCN(CC1)C2=CC(Cl)=C(C=C2[N+]([O-])=O)C(F)(F)F,Z31259224,337.725,337.725,3.773,-3.846,0,4,49.62,3,https://real.enamine.net/public-enum-files/Z31259224
CC1=C(C=NN1C2=CC=CC(Cl)=C2)C(=O)NC3=NCC(=O)N3,Z757869040,317.731,317.731,0.657,-2.91,2,4,88.38,4,https://real.enamine.net/public-enum-files/Z757869040
CCC1CN(CCO1)C(=O)CSC2=NN=C(N2)C3=CC=CS3,Z854288948,338.451,338.451,2.113,-5.22,1,4,71.11,6,https://real.enamine.net/public-enum-files/Z854288948
CC1=NN(C=C1C(=O)NC2(C#N)CC2)CC=3C=CC=C(Cl)C3,Z1336987280,314.77,314.77,1.623,-3.35,1,3,70.71,5,https://real.enamine.net/public-enum-files/Z1336987280
COC=1C=CC=C(C1)C(=O)N2CCN(CC2)C=3C=NC=C(Cl)N3,Z729851530,332.785,332.785,2.016,-3.719,0,5,58.56,4,https://real.enamine.net/public-enum-files/Z729851530
CN(CC1=CC(Br)=CS1)CN2C(=O)C(=O)N(C)C2=O,Z730298882,346.201,346.201,1.92,-3.697,0,4,60.93,4,
O=C1OC(=NN1CN2CCSCC2)C=3C=CC(F)=CC3,Z2735802552,295.334,295.334,2.409,-3.585,0,3,45.14,3,
CC=1C=CC(=CC1)C2=CSC(=S)N2CC(=O)N3CCOCC3,Z31721878,334.459,334.459,2.963,-5.27,0,2,32.78,4,https://real.enamine.net/public-enum-files/Z31721878
CC(C)CN1CCC(CC1)C(=O)NCCN2N=C3C=CC=CN3C2=O,Z918097074,345.44,345.44,1.493,-2.39,1,4,68.25,7,https://real.enamine.net/public-enum-files/Z918097074
CCC1=NC(C)=C(S1)C(=O)NC2=NN=C(S2)C(C)C,Z959506054,296.414,296.414,2.256,-3.737,1,4,67.77,5,https://real.enamine.net/public-enum-files/Z959506054
CC1CN(C(=O)C2=CC=C(O2)[N+]([O-])=O)C(C)CO1,Z351907146,254.24,254.24,0.891,-3.362,0,4,85.82,3,https://real.enamine.net/public-enum-files/Z351907146
O=C(CC(F)(F)F)N1CCC(CC1)C(=O)NC=2C=CC(Cl)=CN2,Z750360960,349.736,349.736,0.771,-3.439,1,3,62.3,6,https://real.enamine.net/public-enum-files/Z750360960
CCC1=NC(=CS1)CN2CCOCC2C,Z369045030,226.34,226.34,1.78,-0.797,0,3,25.36,3,https://real.enamine.net/public-enum-files/Z369045030
CC=1C=C(C)N(CC(C)CNC(=O)NC2CCCSC2)N1,Z1339424800,310.46,310.46,2.406,-2.56,2,2,58.95,7,https://real.enamine.net/public-enum-files/Z1339424800
O=C(CSC1=CC=2OCCOC2C=C1Cl)NCC(F)(F)F,Z1066367012,341.735,341.735,2.769,-4.899,1,3,47.56,6,https://real.enamine.net/public-enum-files/Z1066367012
CCCC1=NN=C(S1)N2CCSCC2,Z1431955361,229.368,229.368,2.081,-3.42,0,3,29.02,3,https://real.enamine.net/public-enum-files/Z1431955361
CCC(CC)C(CNC(=O)C=1C=C(F)C=C(F)C1)N2CCOCC2,Z271106340,340.409,340.409,4.109,-4.273,1,3,41.57,8,https://real.enamine.net/public-enum-files/Z271106340
O=C(NC=1C=CC=CN1)C2CCCN(C2)C=3C=CC(Cl)=NN3,Z458018280,317.774,317.774,1.751,-4.17,1,5,71.01,4,https://real.enamine.net/public-enum-files/Z458018280
CN1C=C(C=N1)CCNC(=O)C2SCCS2,Z1532923954,257.378,257.378,0.26,-1.543,1,2,46.92,4,https://real.enamine.net/public-enum-files/Z1532923954
CC=1N=C(CC(C)C)SC1C(=O)NNC(=O)C2CC2,Z1081456896,281.376,281.376,2.114,-3.014,2,3,71.09,7,https://real.enamine.net/public-enum-files/Z1081456896
CN(CC1=NC=CN1CC(F)(F)F)C(=O)C=2C=CC(F)=CC2F,Z1082360274,333.257,333.257,1.321,-3.358,0,2,38.13,6,https://real.enamine.net/public-enum-files/Z1082360274
CC1=NOC(=N1)C(C)SCC2=NSC(=N2)N(C)C,Z1532991406,285.392,285.392,1.21,-2.42,0,5,67.94,5,https://real.enamine.net/public-enum-files/Z1532991406
O=C1OC(=NN1CC=2C=CC=C(C2)OC(F)F)C3=CC=CO3,Z959430410,308.238,308.238,2.72,-3.81,0,3,64.27,5,https://real.enamine.net/public-enum-files/Z959430410
CC=1SC(=NC1C(=O)N(C)CC(=O)NC2CC2)C3=CC=CO3,Z321113076,319.381,319.381,1.371,-3.398,1,3,75.44,7,https://real.enamine.net/public-enum-files/Z321113076
CC1=CSC(=N1)C2CCN(CC2)S(=O)(=O)C=3C=CC(C#N)=CC3,Z1082838262,347.458,347.458,2.214,-3,0,4,74.06,3,https://real.enamine.net/public-enum-files/Z1082838262
CC1=NC(=CS1)CCNC(=O)C2=CC(=NN2C(C)(C)C)C3CC3,Z434312662,332.466,332.466,2.52,-2.23,1,3,59.81,7,https://real.enamine.net/public-enum-files/Z434312662
CNC(=O)C1CSC(CC=2C=CC=CC2F)C(=O)N1,Z404207176,282.335,282.335,1.282,-3.377,2,2,58.2,4,https://real.enamine.net/public-enum-files/Z404207176
CN1CCSC1=NCC=2C=CC=CC2,Z48963488,206.309,206.309,2.768,-2.82,0,2,15.6,2,https://real.enamine.net/public-enum-files/Z48963488
CC=1C=C(C)N(CCC(=O)NC=2C=CC(Cl)=C(C2)C(F)(F)F)N1,Z278054154,345.748,345.748,3.935,-3.85,1,2,46.92,6,https://real.enamine.net/public-enum-files/Z278054154
O=C(CCN1C=NC=N1)NC2=CC=C(Cl)C(=C2)C(F)(F)F,Z221493180,318.682,318.682,2.397,-3.874,1,3,59.81,6,https://real.enamine.net/public-enum-files/Z221493180
CC=1OC=CC1C(=O)N2CCN(CC=3N=NSC3Cl)CC2,Z745531460,326.803,326.803,1.125,-2.9,0,4,62.47,4,https://real.enamine.net/public-enum-files/Z745531460
CC=1C=CC(Cl)=CC1N2CCN(CC2)C(=O)COCC(F)(F)F,Z422503616,350.764,350.764,3.678,-4.416,0,3,32.78,6,https://real.enamine.net/public-enum-files/Z422503616
O=C(CN1CSCC1=O)NC=2N=CC=CC2OC(F)F,Z1082073310,303.287,303.287,0.956,-2.998,1,4,71.53,6,https://real.enamine.net/public-enum-files/Z1082073310
CCC=1N=NSC1C(=O)NC2=CC=C3OCCCOC3=C2,Z90948085,305.354,305.354,1.778,-3.73,1,5,73.34,4,https://real.enamine.net/public-enum-files/Z90948085
CC1=NN(C)C(Cl)=C1C(=O)N(C)CC2=CC=CO2,Z224518274,267.712,267.712,1.369,-2.429,0,2,51.27,4,https://real.enamine.net/public-enum-files/Z224518274
CC1=CSC(=O)N1CCSC2=CN=NN2,Z1408444947,242.324,242.324,0.906,-2.554,1,3,61.88,4,https://real.enamine.net/public-enum-files/Z1408444947
CC(NC(=O)NC1=NN=C(S1)C(C)(C)C)C=2C=CC=3OCOC3C2,Z746703590,348.422,348.422,3.708,-4.707,2,5,85.37,6,https://real.enamine.net/public-enum-files/Z746703590
CC1CCCCC1NC(=O)NC(=O)CN2N=NC3=CC=CC=C3C2=O,Z49499185,343.381,343.381,3.008,-4.039,2,5,103.23,6,https://real.enamine.net/public-enum-files/Z49499185
CCN(CC1=CC=CO1)C(=O)C2CCN(CC2)C3=CC=C(Cl)N=N3,Z340832072,348.828,348.828,1.206,-3.95,0,4,62.47,6,https://real.enamine.net/public-enum-files/Z340832072
CC1=CN=C(NC(=O)C2CSCN2C(=O)C=CC3=CC=CO3)S1,Z1082518404,349.431,349.431,2.522,-5.183,1,3,75.44,6,https://real.enamine.net/public-enum-files/Z1082518404
CCOC(=O)NN=C(C)C1=CC=2C=CC=CC2O1,Z49623223,246.262,246.262,3.596,-3.289,1,2,63.83,4,https://real.enamine.net/public-enum-files/Z49623223
CCOC(=O)NN=CC=1C=C(C)N(C1C)C=2C=CC(C)=CC2,Z49623277,299.368,299.368,4.928,-3.847,1,2,55.62,6,https://real.enamine.net/public-enum-files/Z49623277
CCOC(=O)NN=CC1=CC=C2OCCOC2=C1,Z49622947,250.251,250.251,2.204,-3.21,1,4,69.15,5,https://real.enamine.net/public-enum-files/Z49622947
CC1=NN(C(Cl)=C1C=NN2CCOCC2)C=3C=CC=CC3Cl,Z49710758,339.22,339.22,3.401,-4.78,0,4,42.65,3,https://real.enamine.net/public-enum-files/Z49710758
CN(CC1=NC2=CC(F)=CC=C2O1)C3CCSC3,Z1535087544,266.336,266.336,2.194,-2.704,0,2,29.27,3,https://real.enamine.net/public-enum-files/Z1535087544
CN(CC1=NC=C(O1)C2=CC=CC(F)=C2)C3CCSC3,Z1535079378,292.373,292.373,2.652,-3.326,0,2,29.27,4,https://real.enamine.net/public-enum-files/Z1535079378
CC1=NN=C(C)N1N=CC=2C=CC(=CC2OC(F)F)OC(F)F,Z50040580,332.254,332.254,1.137,-3.25,0,5,61.53,6,https://real.enamine.net/public-enum-files/Z50040580
CC(C=1C=CC=CN1)N2CCCSCC2,Z1535574851,222.351,222.351,1.593,-1.436,0,2,16.13,2,https://real.enamine.net/public-enum-files/Z1535574851
O=C(NCCN1C=CN=C1)C2(CC2)C=3C=CC=C(Cl)C3,Z316467228,289.76,289.76,1.868,-2.394,1,2,46.92,6,https://real.enamine.net/public-enum-files/Z316467228
CCOC(=O)N(C)C1CCN(CC2=CSC(C)=N2)CC1,Z1233979312,297.418,297.418,1.656,-1.078,0,3,45.67,6,https://real.enamine.net/public-enum-files/Z1233979312
CC1=CC(C(=O)NCC2CCCO2)=C(C)N1C3=CC=CN=C3,Z751547866,299.368,299.368,2.312,-1.78,1,3,56.15,5,https://real.enamine.net/public-enum-files/Z751547866
COCC1=NN(CC=2C=CC=CC2Cl)C(=O)O1,Z1416614458,254.67,254.67,1.382,-2.263,0,3,51.13,4,https://real.enamine.net/public-enum-files/Z1416614458
CSC=1C=CC(=CC1)C(=O)NC2=NN=C(S2)C3CC3,Z51779000,291.395,291.395,2.735,-4.51,1,3,54.88,5,https://real.enamine.net/public-enum-files/Z51779000
CN(C1=NC(=CS1)CSC2=NNC(=O)N2C)C3CC3,Z1429734785,297.402,297.402,1.594,-3.48,1,4,60.83,5,https://real.enamine.net/public-enum-files/Z1429734785
CC(C)C1CN(CCS1)C(=O)C2=CC=3C=CC=CC3C(=O)N2,Z1275993086,316.42,316.42,2.116,-5.878,1,2,49.41,3,https://real.enamine.net/public-enum-files/Z1275993086
CCCC1SCCN1C(=O)C2=CN=C3SC=CN3C2=O,Z1231897112,309.41,309.41,1.269,-3.993,0,3,52.98,4,https://real.enamine.net/public-enum-files/Z1231897112
CCC(CC)C1=NN=C(NC(=O)CCC=2C(C)=NOC2C)S1,Z51950227,322.428,322.428,3.139,-3.636,1,4,80.91,8,https://real.enamine.net/public-enum-files/Z51950227
CC(=O)C=1SC(=NC1C)NC(=O)CCC2=CC=CS2,Z51958203,294.395,294.395,2.472,-3.75,1,3,59.06,6,https://real.enamine.net/public-enum-files/Z51958203
O=C(CN1C=CC=CC1=O)NNC(=O)C2=CC=3CCCCCC3S2,Z52150361,345.418,345.418,2.491,-4.45,2,3,78.51,6,https://real.enamine.net/public-enum-files/Z52150361
CN(CC1=CC=C(Br)O1)C(=O)C=2C=C(ON2)C3CC3,Z397095536,325.158,325.158,2.044,-3.703,0,2,59.48,5,https://real.enamine.net/public-enum-files/Z397095536
CN1C=NN(CN(CC2=CC=CC=N2)C3CCSC3)C1=S,Z815469114,321.467,321.467,1.004,-3.63,0,3,34.97,5,
CC=1C(=CC=CC1[N+]([O-])=O)NC(=O)C(=O)N2CCCSCC2,Z754942268,323.369,323.369,1.856,-4.313,1,4,92.55,5,https://real.enamine.net/public-enum-files/Z754942268
O=C(CN1C=C(C=C(Cl)C1=O)C(F)(F)F)NC=2N=CC=CN2,Z53861509,332.666,332.666,0.992,-3.23,1,4,75.19,5,https://real.enamine.net/public-enum-files/Z53861509
CC1=CC=C(S1)C2=CSC(=N2)N3CCS(=O)(=O)CC3,Z1091943082,314.451,314.451,2.059,-3.86,0,4,50.27,2,https://real.enamine.net/public-enum-files/Z1091943082
CC1=C(OC=2C=CC(Br)=CC12)C(=O)NC3=NCC(=O)N3,Z757865110,336.141,336.141,1.457,-4.35,2,3,83.7,3,https://real.enamine.net/public-enum-files/Z757865110
CNC(=O)CN1C=C(C=N1)NC(=O)C2(CC2)C=3C=CC(F)=CC3,Z757852488,316.331,316.331,0.815,-1.788,2,3,76.02,7,https://real.enamine.net/public-enum-files/Z757852488
CC(C)N(CCNC(=O)C=1SC=NC1Cl)C(C)C,Z805862654,289.826,289.826,1.969,-3.359,1,3,45.23,7,https://real.enamine.net/public-enum-files/Z805862654
CN(CC(=O)N(CC=1C=CSC1)C2CC2)C=3C=CC(C#N)=CN3,Z899834280,326.418,326.418,2.277,-3.12,0,4,60.23,7,https://real.enamine.net/public-enum-files/Z899834280
O=C(C=1SC=NC1Cl)N2CCN(CC=3C=CC=CC3F)CC2,Z805838800,339.817,339.817,2.651,-4.43,0,3,36.44,4,https://real.enamine.net/public-enum-files/Z805838800
CC(=O)N1CCN(CC2=CSC(=N2)C3=CC=CS3)CC1,Z103720240,307.437,307.437,1.803,-2.481,0,3,36.44,4,https://real.enamine.net/public-enum-files/Z103720240
CCC=1N=NSC1C(=O)N2CCCN(CC2)C=3C=CC=CC3C#N,Z424049168,341.433,341.433,1.463,-4.011,0,5,73.12,4,https://real.enamine.net/public-enum-files/Z424049168
CC1=NOC(C)=C1CN(C)C(=O)NC=2C=C(C=CC2F)C(F)(F)F,Z1093911544,345.293,345.293,2.293,-3.45,1,2,58.37,6,https://real.enamine.net/public-enum-files/Z1093911544
O=C(NC=1C=CC(=NC1)C(F)(F)F)C=2C=C(C(F)=CC2F)N3CCNC3=O,Z1538663002,386.277,386.277,1.981,-4.53,2,3,74.33,4,https://real.enamine.net/public-enum-files/Z1538663002
O=C(NCC=1C=CSC1)C(=O)NC=2C=C(C=CC2F)C(F)(F)F,Z1094423622,346.302,346.302,2.291,-4.532,2,2,58.2,7,https://real.enamine.net/public-enum-files/Z1094423622
CCN(CCC#N)CN1N=C(Cl)C=2C=CC=CC21,Z1539176721,262.738,262.738,2.928,-3.449,0,3,44.85,5,
COCC1=NN(CC=2C=CC=CC2)C(=O)O1,Z1416622140,220.225,220.225,0.669,-1.518,0,3,51.13,4,https://real.enamine.net/public-enum-files/Z1416622140
CCCC1=NN=C(NC(=O)N2CCOC(C2)C=3C=CSC3)S1,Z1411296189,338.451,338.451,2.307,-4.198,1,4,67.35,6,https://real.enamine.net/public-enum-files/Z1411296189
NC(=O)C=1C=CC=CC1OCC=2C(F)=C(F)C(F)=C(F)C2F,Z54703689,317.211,317.211,3.039,-4.853,1,2,52.32,4,https://real.enamine.net/public-enum-files/Z54703689
CC=1C=C(C=CC1F)C=2N=NN(CC(=O)NC(C)(C#N)C3CC3)N2,Z907743888,328.345,328.345,2.136,-3.92,1,5,96.49,6,https://real.enamine.net/public-enum-files/Z907743888
CC(C)CN1N=C(C(=O)N2CCSCC2)C=3C=CC=CC3C1=O,Z437579426,331.434,331.434,1.69,-4.839,0,3,52.98,4,https://real.enamine.net/public-enum-files/Z437579426
CC1=CSC(=N1)N2CCCN(CC2)C(=O)C=3C=NSN3,Z809726918,309.413,309.413,1.222,-2.97,0,5,62.22,3,https://real.enamine.net/public-enum-files/Z809726918
COC1CCN(CC1)C(=O)CCN2N=C(OC2=O)C3=CC=CS3,Z203141070,337.396,337.396,0.291,-2.89,0,4,71.44,6,https://real.enamine.net/public-enum-files/Z203141070
CC1=C(OC=2C(F)=CC=CC12)C(=O)N3CCCSCC3,Z436975774,293.358,293.358,2.797,-4.68,0,1,33.45,2,https://real.enamine.net/public-enum-files/Z436975774
CC(C)(C)N1C=C(C=N1)NC(=O)C2(CC2)C=3C=CC(F)=CC3,Z909239946,301.359,301.359,2.945,-2.428,1,2,46.92,5,https://real.enamine.net/public-enum-files/Z909239946
CN1C(=CC(Cl)=C1Cl)C(=O)N2CCOCC2(C)C,Z853056450,291.173,291.173,2.415,-3.508,0,2,34.47,2,https://real.enamine.net/public-enum-files/Z853056450
CN(C(=O)C=1C=CN(N1)C=2C=CC=CC2)C3CCS(=O)(=O)C3,Z382938806,319.381,319.381,0.011,-2.441,0,4,72.27,4,https://real.enamine.net/public-enum-files/Z382938806
CC1=NC=2C=C(F)C=CC2C=C1C(=O)N3CCCC(C3)C(F)(F)F,Z200327094,340.316,340.316,2.896,-4.996,0,2,33.2,3,https://real.enamine.net/public-enum-files/Z200327094
CC1CN(CC(C)O1)C(=O)CC2=CSC(CC=3C=CC=CN3)=N2,Z441596800,331.434,331.434,1.197,-2.05,0,4,55.32,5,https://real.enamine.net/public-enum-files/Z441596800
O=C(CNC(=O)OCC(F)(F)F)N1CCCC1C2=CC=CC(F)=C2,Z1174118596,348.293,348.293,2.26,-4.132,1,2,58.64,8,https://real.enamine.net/public-enum-files/Z1174118596
CC=1C=C(C)N(CC(C)CNC(=O)C=2C=NC(Cl)=CN2)N1,Z1455057204,307.779,307.779,1.971,-2.14,1,4,72.7,6,https://real.enamine.net/public-enum-files/Z1455057204
COCC1=NN(CC2=CSC(=C2)[N+]([O-])=O)C(=O)O1,Z1416611961,271.251,271.251,0.148,-2.429,0,5,94.27,5,https://real.enamine.net/public-enum-files/Z1416611961
CC1=NC(=CS1)C2=CNC(=C2)C(=O)NCC3=NN=C(S3)C(C)C,Z1391021272,347.461,347.461,1.849,-3.583,2,4,83.56,6,https://real.enamine.net/public-enum-files/Z1391021272
CCOCCC1(CNC(=O)C=2C=CN=CC2)CCC1,Z1439437636,262.348,262.348,1.806,-1.861,1,3,51.22,8,https://real.enamine.net/public-enum-files/Z1439437636
CC=1N=C(S)SC1CC(=O)NCC=2C=CC3=C(C2)CCCN3C,Z942821974,347.501,347.501,3.218,-4.029,2,3,45.23,5,https://real.enamine.net/public-enum-files/Z942821974
CCC(CC)CN(CCC#N)C(=O)C=1C=CC=NC1,Z1129628379,259.347,259.347,1.996,-3.139,0,3,56.99,8,https://real.enamine.net/public-enum-files/Z1129628379
CCC(CC)CS(=O)(=O)NC(=O)CCC1=CC=CO1,Z1190164334,287.377,287.377,2.45,-2.869,1,3,76.38,9,https://real.enamine.net/public-enum-files/Z1190164334
CCN(CC=1C(Cl)=CC=C2C=CC=NC12)C3CCS(=O)(=O)C3,Z1095949142,338.854,338.854,2.036,-3.346,0,4,50.27,4,https://real.enamine.net/public-enum-files/Z1095949142
CN1C=C(C=N1)CNC(=O)C2(CC2)C=3C=CC(F)=CC3,Z804566350,273.306,273.306,1.32,-1.496,1,2,46.92,5,https://real.enamine.net/public-enum-files/Z804566350
CC1=NOC(C)=C1CC(=O)NC2(CC2)C=3C=CC(Cl)=C(Cl)C3,Z907888414,339.216,339.216,2.785,-3.588,1,2,55.13,5,https://real.enamine.net/public-enum-files/Z907888414
CCN(C(=O)C1=CC=C(CN2C=C(Br)C=N2)O1)C3CC3,Z982393982,338.2,338.2,1.925,-2.95,0,2,51.27,6,https://real.enamine.net/public-enum-files/Z982393982
COC1CCN(CC1)C(=O)C2=CN=C(S2)C3=CC=C(Cl)S3,Z850906570,342.866,342.866,1.878,-4.96,0,3,42.43,4,https://real.enamine.net/public-enum-files/Z850906570
CN1C(=CC(Cl)=C1Cl)C(=O)NCC(C)(C)C(N)=O,Z438053166,292.161,292.161,1.85,-3.081,2,2,77.12,5,https://real.enamine.net/public-enum-files/Z438053166
CC(C)C1=NN=C(NC(=O)C=2CCC(=O)N(N2)C=3C=CC=CC3)S1,Z119817774,343.405,343.405,2.157,-3.867,1,5,87.55,5,https://real.enamine.net/public-enum-files/Z119817774
COC=1C=CC(C)=CC1N2C=CC(=N2)C(=O)N3CCSCC3,Z856320722,317.408,317.408,2.392,-3.926,0,3,47.36,4,https://real.enamine.net/public-enum-files/Z856320722
CC1=NN=C(NC(=O)CCC=2C(=O)NC3=C(C(C)=NN3C)C2C)S1,Z361930324,346.409,346.409,0.393,-3.933,2,5,101.8,5,https://real.enamine.net/public-enum-files/Z361930324
O=C(C=1NC=2C=CC(F)=CC2C1Cl)N3CCSCC3,Z769332790,298.765,298.765,2.889,-5.164,1,1,36.1,2,https://real.enamine.net/public-enum-files/Z769332790
O=C(NCC(F)(F)F)C1CCCN1CC=2N=NSC2Cl,Z808336416,328.743,328.743,0.898,-3.18,1,4,58.12,6,https://real.enamine.net/public-enum-files/Z808336416
CCN1C(=O)NC(=O)C=2C(=CC(=NC21)C(C)C)C(=O)N3CCOCC3,Z337745992,346.382,346.382,0.984,-3.827,1,5,91.84,4,https://real.enamine.net/public-enum-files/Z337745992
CC1=NN(C)C(Cl)=C1C(=O)N2CCN(CCC=3C=CC=CC3)CC2,Z225415656,346.855,346.855,2.709,-3.072,0,3,41.37,5,https://real.enamine.net/public-enum-files/Z225415656
CC=1C=CC(C)=C2SC(=NC12)NC(=O)CC3CCS(=O)(=O)C3,Z95925987,338.448,338.448,1.301,-3.82,1,4,76.13,4,https://real.enamine.net/public-enum-files/Z95925987
CN(CC=1C=CC=C(C1)OC(F)(F)F)C(=O)C=2C=CN=CC2F,Z1417765067,328.262,328.262,2.902,-4.084,0,3,42.43,6,https://real.enamine.net/public-enum-files/Z1417765067
FC(F)(F)C1=NN=C2SCC(=NN12)C3=CC=C(Cl)S3,Z56944666,324.735,324.735,2.386,-6.02,0,3,43.07,2,
CC=1SC(NC(=O)C2=CC=CO2)=C(CN3CCOCC3)C1C,Z57301325,320.408,320.408,1.651,-3.6,1,3,54.71,5,https://real.enamine.net/public-enum-files/Z57301325
S=C(SCC1=CN2C=CC=NC2=N1)N3CCOCC3,Z57301129,294.399,294.399,0.59,-3.51,0,3,42.66,4,https://real.enamine.net/public-enum-files/Z57301129
CCC1CCCCN1C(=O)NC(=O)C=2C=CC=CC2,Z57336782,260.332,260.332,2.538,-3.51,1,2,49.41,5,https://real.enamine.net/public-enum-files/Z57336782
CC=1C=COC1C(=O)N2CCCC2C=3C(C)=NN(C)C3Cl,Z1139327630,307.776,307.776,2.234,-3.32,0,2,51.27,2,https://real.enamine.net/public-enum-files/Z1139327630
CC1CC(=NO1)NC(=O)CC=2C=CN(N2)C=3C=CC(F)=CC3,Z1544599345,302.304,302.304,2.758,-2.87,1,4,68.51,5,https://real.enamine.net/public-enum-files/Z1544599345
COCC1=NN(CC2=CSC(=N2)C=3C=CC=CN3)C(=O)O1,Z1456390519,304.326,304.326,-0.089,-1.664,0,5,76.91,5,https://real.enamine.net/public-enum-files/Z1456390519
CC(C1CC1)N(C)C(=O)C=2C=C(NN2)C=3C=CC=CC3Cl,Z368240280,303.787,303.787,3.204,-4.366,1,2,48.99,5,https://real.enamine.net/public-enum-files/Z368240280
CC=1N=C(SC1C(=O)NC(C)C)C2=CC=C(Cl)S2,Z872309618,300.83,300.83,3.685,-4.937,1,2,41.99,4,https://real.enamine.net/public-enum-files/Z872309618
CN(CC1=NC=CN1C(F)F)C(=O)NCC2(C)CCCS2,Z1412081692,318.388,318.388,1.197,-2.6,1,2,50.16,7,https://real.enamine.net/public-enum-files/Z1412081692
CCSC1(CNC(=O)C=2SC=NC2C(C)(C)C)CCOCC1,Z1322860904,342.523,342.523,2.426,-4.26,1,3,51.22,7,https://real.enamine.net/public-enum-files/Z1322860904
O=C(NCC1=NN=C(S1)C=2C=CC=CC2)NC3C=CCCC3,Z1418798814,314.407,314.407,2.319,-4.59,2,3,66.91,6,https://real.enamine.net/public-enum-files/Z1418798814
CCC1CCCCCN1C(=O)C2=CC(=O)N(N2)C=3C=CC(C)=CC3,Z1315357043,327.422,327.422,2.682,-4.839,1,3,52.65,4,https://real.enamine.net/public-enum-files/Z1315357043
CC1(C)CN(CCS1=O)C(=O)CCC(=O)C=2C=CC=CC2,Z1391596037,307.41,307.41,1.449,-3.39,0,3,54.45,5,https://real.enamine.net/public-enum-files/Z1391596037
COC=1C=CN=C(N1)SC2=NC=CN2C3CC3,Z229409794,248.306,248.306,2.471,-3.23,0,4,52.83,4,https://real.enamine.net/public-enum-files/Z229409794
